Node,Betweenness
마인이스_차란,0.25880922888843894
테사_테사,0.01475344340873981
인프랩_인프런,0.014550856873382556
닥터다이어리_닥터다이어리,0.012620312641748552
드림어스컴퍼니_FLO,0.012522413435913501
티오더,0.012113196870326944
브레인커머스_잡플래닛,0.011180354183784795
그레이드헬스체인_로그,0.010158180433317957
와이어드컴퍼니_케미,0.010038006097309253
인플루디오_포카마켓,0.009260562149220245
룩코_에이클로젯,0.008607746450291975
카카오스타일_지그재그,0.008607746450291975
엑스와이지,0.008467549898949303
어웨이크코퍼레이션_초원인,0.007446036707524781
쿠캣_쿠캣,0.007342463634382016
코리아포트원_포트원,0.007102949032309864
버킷플레이스_오늘의집,0.006878920743496426
쏘카_쏘카,0.006577959305702945
오니스트_오니스트,0.006216136023250254
넛지헬스케어_캐시워크,0.006134612404941854
빌리지베이비_베이비빌리,0.0060519254237738655
마크비전코리아,0.006037217945510942
가제트코리아_유심사,0.006037217945510942
퍼블리_퍼블리,0.00603599310465679
킥더허들_피토틱스,0.005906370066671441
스카이랩스_스카이랩스,0.005906370066671441
모아이스_골프픽스,0.005881827253572191
비프로컴퍼니_비프로11,0.005720485170762264
보이저엑스_브루,0.005720485170762264
패스트뷰_뷰어스,0.005566832270481506
아들러_아들러,0.005387620648750069
아파트너_아파트너,0.005368637506414923
위버케어_메디패스,0.0052925672172376885
타인에이아이_오르락,0.004883819311856225
파스토_파스토,0.004808111386423048
에이젠글로벌_에이젠글로벌,0.0045507059165009415
번개장터_번개장터,0.004318712383340434
플랭_플랭,0.004254925584025789
퀄슨_리얼클래스,0.004254925584025789
뤼튼테크놀로지스_뤼튼,0.004254925584025789
루센트블록_소유,0.004159635087846957
데이터노우즈_리치고,0.004159635087846957
마이프랜차이즈_마이프차,0.004087014892130198
로앤컴퍼니_로톡,0.004087014892130198
로쉬코리아_오뉴,0.003978559081872473
블루시그넘_하루콩,0.003978559081872473
아키드로우_아키스케치,0.0039545755370563275
한국공간데이터_클리니어,0.0039545755370563275
센드버드코리아_센드버드,0.003906418469029971
누비랩,0.00370102656971825
루닛_루닛 인사이트 CXR,0.0036589385587646895
에아아이트릭스,0.0036589385587646895
뉴로핏,0.0036589385587646895
비바이노베이션_착한의사,0.0036589385587646895
카카오브이엑스_카카오골프예약,0.0036589385587646895
필라이즈_필라이즈,0.0036589385587646895
비마이프렌즈_비스테이지,0.003489082328781073
마플코퍼레이션_마플샵,0.003489082328781073
그립컴퍼니_그립,0.003489082328781073
어댑트_푸드올로지,0.003489082328781073
라프텔_라프텔,0.003489082328781073
타이드스퀘어_투어비스,0.003430269230103099
솜씨당컴퍼니_솜씨당,0.003430269230103099
작당모의_잼페이스,0.0033335396532696423
아토머스_마인드카페,0.003110964243339264
패러다임시프트_히로인스,0.003110964243339264
인티그레이션_메디스트림,0.003110964243339264
스켈터랩스_스켈터랩스,0.003027944519694423
스타일봇_스타일봇,0.003024140327977563
메라키플레이스_나만의닥터,0.002827602638550761
더자람컴퍼니_그로우앤베터,0.002823543998258615
스캐터랩_연애의과학,0.0027551832544272206
백패커_아이디어스(idus),0.0027264517805572854
레몬트리_퍼핀,0.002470848399015324
에이아이포펫_티티케어,0.002377210793628839
엔젤스윙_엔젤스윙,0.002362063369372664
크몽_크몽,0.0023320763015763427
브레이브모바일_숨고,0.0023320763015763427
코멘토_코멘토,0.0023320763015763427
테크타카_아르고,0.0023229167132998974
닷슬래시대시_닷슬래시대시,0.0023095792294108453
팬딩_팬딩,0.0023095792294108453
세븐픽쳐스_넷플연가,0.0023095792294108453
운칠기삼_포스텔러,0.0023095792294108453
스푼라디오_스푼,0.0023095792294108453
라이드플럭스,0.0022596360289149934
서울로보틱스_서울로보틱스,0.0022596360289149934
스트라드비젼_자율주행기능지원기술,0.0022596360289149934
자비스앤빌런즈_삼쩜삼,0.0022219847327819395
트릿지_트릿지,0.0021745024923463573
우아한형제들_배달의민족,0.0021745024923463573
컬리_컬리,0.0021745024923463573
패러닷_캐럿,0.0021464166905020665
네오사피엔스_타입캐스트,0.0021464166905020665
수퍼톤_고요,0.0021464166905020665
블래스트,0.0021464166905020665
왓챠_왓챠,0.0021464166905020665
트웰브랩스_마렝고,0.0021464166905020665
허그램_티그램,0.0020256364219706454
핀다_핀다,0.0020256364219706454
코드박스_ZUZU,0.0020256364219706454
구름_구름EDU,0.0019744033520574726
딜리셔스_신상마켓,0.0018477173544155236
리브애니웨어_리브애니웨어,0.0017834972648515688
프렌즈큐브_소모임,0.0017834972648515688
데이터라이즈_데이터라이즈,0.0017243525860730215
온더룩_온더룩,0.0016952680507765427
핏펫_핏펫,0.001666349268486785
비바리퍼블리카_토스,0.0016221733015412503
카카오뱅크_카카오뱅크,0.0016221733015412503
마켓보로_식봄,0.0015353795391025988
업스테이지_아숙업,0.00139040377132987
아우름플래닛_라이너,0.00139040377132987
콕스웨이브_얼라인AI,0.00139040377132987
셀렉트스타_캐시미션,0.00139040377132987
슈퍼브에이아이_슈퍼브에이아이,0.00139040377132987
시제_모노리스,0.00139040377132987
매스프레소_콴다,0.001370307466923701
뤼이드_산타,0.001370307466923701
튜링_수학대왕,0.001370307466923701
코드스테이츠_코드스테이츠,0.001370307466923701
프리윌린_매쓰플랫,0.001370307466923701
제로엑스플로우_원아워,0.001370307466923701
안다르_안다르,0.0012545368342303201
탈잉_탈잉,0.0012472188397194787
데이원컴퍼니_패스트캠퍼스,0.0012472188397194787
어스얼라이언스_탄탄셀렉트(차이나탄),0.0012472188397194787
스파크펫_놀로스퀘어,0.0012372363643947573
인테리어티쳐_인테리어티쳐,0.0012372363643947573
바잇미_바잇미,0.0012372363643947573
비엠스마일_페스룸,0.0012372363643947573
어바웃펫_어바웃펫,0.0012372363643947573
앤스페이스_스페이스클라우드,0.001211312758990697
컨텍터스_둥지,0.001211312758990697
채널코퍼레이션_채널톡,0.0010759702254577923
플렉스_플렉스,0.001066573051370536
라라잡_동네알바,0.001066573051370536
마드라체크_플로우,0.001066573051370536
레몬베이스_레몬베이스,0.001066573051370536
스팬딧,0.001066573051370536
브랜드엑스코퍼레이션_젝시믹스,0.0009749901453559735
마키나락스_MRX 솔루션,0.0009735724398301074
베어로보틱스_서비,0.0009735724398301074
퓨리오사에이아이_WARBOY,0.0009735724398301074
드림에이스,0.0009162176096703118
니어스랩,0.0009162176096703118
인덴트코퍼레이션_브이리뷰,0.000891078763277248
피처링_피처링,0.000891078763277248
아드리엘_아드리엘,0.000891078763277248
아이쿠카_아이쿠카,0.0007817821107108505
파이온코퍼레이션_브이캣,0.0007764739886094701
미리디_미리캔버스,0.0007764739886094701
프레시지_프레시지,0.0006546659794422568
데일리샷_데일리샷,0.0006546659794422568
윙잇_윙잇,0.0006546659794422568
오아시스_오아시스마켓,0.0006546659794422568
제주맥주_제주맥주,0.0006546659794422568
정육각_정육각,0.0006546659794422568
이그니스_에잇템,0.0006546659794422568
퓨처커넥트_리브팜,0.0006546659794422568
라포테이블_팔도감,0.0006546659794422568
캐비지_어글리어스,0.0006546659794422568
휴먼스케이프_마미톡,0.000558019343267657
루먼랩_굿비기닝,0.000558019343267657
마이플레이컴퍼니_플랫풋볼,0.0005529007000657358
버핏서울_버핏그라운드,0.0005474314874391138
모노리스_9.81파크,0.000486596181448142
제제미미_쑥쑥찰칵,0.0004367302248378228
맘편한세상_맘시터,0.0004367302248378228
더커머스_원셀,0.00043180825339986847
다비오_다비오맵,0.0004001421964134383
콜버스랩_자리톡,0.0004001421964134383
패스트레인_여신티켓,0.00038616790333688606
위펀_스낵24,0.0003612201596378372
두잇_두잇,0.0003612201596378372
팀프레시_팀프레시,0.0003612201596378372
와이즐리컴퍼니_와이즐리,0.00025036101888838093
메디테라피_메디테라피,0.00025036101888838093
무신사_무신사,0.00010497101191025605
트렌비_트렌비,0.00010497101191025605
해녀의부엌_해녀의 부엌,0.00010497101191025605
피스피스스튜디오_마르디메크르디,0.00010497101191025605
라포랩스_퀸잇,0.00010497101191025605
비주얼_아몬드,0.00010497101191025605
뉴넥스_브랜디,0.00010497101191025605
머스트잇_머스트잇,0.00010497101191025605
에이블리코퍼레이션_에이블리,0.00010497101191025605
크레이빙콜렉터_콜렉티브,0.00010497101191025605
크림_크림,0.00010497101191025605
발란_발란,0.00010497101191025605
젠테_젠테스토어,0.00010497101191025605
엘알에치알_패피스,0.00010497101191025605
스테이폴리오_스테이폴리오,0.00010497101191025605
테일러타운_댄블,0.00010497101191025605
에이피알_메디큐브,7.534145454067102e-05
한국신용데이터_캐시노트,7.015908950783894e-05
솔닥_솔닥,0.0
한국시니어연구소_한국시니어연구소,0.0
모드하우스_모드하우스,0.0
그로비교육_슈퍼브이,0.0
중고나라_중고나라,0.0
워시스왓_세탁특공대,0.0
오피지지_OP.GG,0.0
클로봇,0.0
김캐디_김캐디,0.0
부릉_부릉프렌즈,0.0
이팝소프트_말해보카,0.0
토스뱅크_토스뱅크,0.0
센트비_센트비,0.0
벙커키즈_마이쉽단,0.0
토스페이먼츠_토스비즈니스,0.0
센디_센디,0.0
룰루메딕_룰루메딕,0.0
의식주컴퍼니_런드리고,0.0
랜식_글루코핏,0.0
백퍼센트_충전돼지,0.0
글라우드_저스트스캔,0.0
패스트파이브_패스트파이브,0.0
스마트스코어_스마트스코어,0.0
지에프에프치_노티드,0.0
밸류맵_밸류맵,0.0
르보아르테_롸버트치킨,0.0
누트컴퍼니_위버딩,0.0
한패스_한패스,0.0
스페이스오디티_케이팝레이더,0.0
샤플앤컴퍼니_샤플,0.0
탑코_탑툰,0.0
고이장례연구소_고이,0.0
먼치팩토리_아워플레이스,0.0
와탭랩스,0.0
쉐어잇_쉐어잇,0.0
티맵모빌리티_티맵,0.0
스마트푸드네트웍스_차별화상회,0.0
엔씽,0.0
튜닙,0.0
어반베이스_어반베이스,0.0
케어네이션_케어네이션,0.0
야놀자_야놀자,0.0
힐링페이퍼_강남언니,0.0
프렌트립_프립,0.0
자란다_자란다부모님용,0.0
링글잉글리시에듀케이션서비스_링글,0.0
비즈니스캔버스_타입드,0.0
두나무_업비트,0.0
뱅크샐러드_뱅크샐러드,0.0
생활연구소_청소연구소,0.0
직방_직방,0.0
버즈빌_버즈빌,0.0
지바이크_지쿠,0.0
화이트큐브_챌린저스,0.0
케어닥_케어닥,0.0
더슬립팩토리_파사,0.0
스칼라데이터_모두의충전,0.0
페이타랩_패스오더,0.0
레진엔터테인먼트_레진코믹스,0.0
애즈위메이크_큐마켓,0.0
팀스파르타_스파르타코딩클럽,0.0
세컨신드롬_미니창고다락,0.0
올거나이즈코리아_엘리,0.0
코드잇_코드잇,0.0
비즈플레이_비즈플레이,0.0
하이어다이버시티_하이어다이버시티,0.0
아이헤이트플라잉버그스_밀당PT,0.0
드라마앤컴퍼니_리멤버,0.0
더스윙_스윙,0.0
문토_문토,0.0
트레바리_트레바리,0.0
엘박스_엘박스,0.0
와디즈_와디즈,0.0
와드_캐치테이블,0.0
모요_모요,0.0
닥터나우_닥터나우,0.0
아임웹_아임웹,0.0
쿠팡_쿠팡,0.0
트래블월렛_트래블월렛,0.0
여기어때_여기어떄,0.0
키노라이츠_키노라이츠,0.0
뉴빌리티_뉴비,0.0
클라썸_클라썸,0.0
크리에이트립_크리에이트립,0.0
리디_리디,0.0
모레,0.0
바로팜_바로팜,0.0
에이비일팔공,0.0
지엔터프라이즈_비즈넵,0.0
스펙터_스펙터,0.0
포티투닷_탭,0.0
노타_노타키보드,0.0
고퀄_헤이홈,0.0
트립비토즈_트립비토즈,0.0
웨이커_웨이커,0.0
모인_모인,0.0
커피챗_커피챗,0.0
하이브,0.0
와그_와그,0.0
카카오헬스케어_파스타,0.0
굿닥_굿닥,0.0
메이크스타_메이크스타,0.0
천명앤컴퍼니_천명,0.0
비브로스_뚝닥,0.0
몰로코_몰로코,0.0
포스타입_포스타입,0.0
딥브레인에이아이_스픽나우,0.0
놀이의발견_놀이의발견,0.0
엔라이즈_위피,0.0
원티드랩_원티드,0.0
위허들링_위잇딜라이트,0.0
인터콘시스템스_,0.0
쿼타랩_쿼타북,0.0
피클플러스_피클플러스,0.0
큐피스트_글램,0.0
스페이스브이_삼삼엠투,0.0
페르소나에이아이_봇톡스,0.0
하이퍼커넥트_아자르,0.0
띵스플로우_헬로우봇,0.0
마카롱팩토리_마이클,0.0
오케스트로_심포니 인공지능,0.0
테크랩스_점신,0.0
노머스_원더월,0.0
원프레딕트_원프레딕트,0.0
홀릭스팩토리_홀릭스,0.0
오픈플랜_토글,0.0
프렌들리에이아이_페리플로우,0.0
밀리의서재_밀리의서재,0.0
타임앤코_롱블랙,0.0
오누이_설탭,0.0
마인딩_마이루틴,0.0
